Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
5FkoSXiJPKTNyYgALRJFhD,"5SXuuuRpukkTvsLuUknva1","ORANGE SODA","DIE FOR MY BITCH","Baby Keem",2019-07-19,129882,80,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:43:51Z,"hip hop,rap",0.83,0.564,1,-7.822,1,0.235,0.177,0,0.128,0.107,85.042,4
5cc9Zbfp9u10sfJeKZ3h16,"73sIBHcqh3Z3NyqHKZ7FOL","3005","Because the Internet","Childish Gambino",2013-12-10,234215,77,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:43:57Z,"atl hip hop,hip hop,pop,rap",0.664,0.447,6,-7.272,0,0.289,0.112,0,0.091,0.659,83.138,4
500l6Cwe40hkPqS7Sf7ufY,"699OTQXzgjhIYAHMy9RyPD","Foreign","Die Lit","Playboi Carti",2018-05-11,142893,71,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:44:03Z,"atl hip hop,plugg,pluggnb,rap",0.762,0.705,6,-5.195,0,0.164,0.0906,0,0.17,0.264,122.955,4
60PTOzcoFycWBICdumIsFQ,"4O15NlyKLIASxsJ0PrXPfz","FOR FUN","RED & WHITE","Lil Uzi Vert",2022-07-23,188059,73,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:44:13Z,"melodic rap,philly rap,rap,trap",0.775,0.461,7,-6.594,0,0.124,0.157,0,0.0687,0.131,134.028,4
7HbJiOw9TePjIcvvHCeWRc,"46SHBwWsqBkxI7EeeBEQG7","Shake Back","Institution","Kodak Black",2015-12-26,183562,58,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:44:19Z,"florida rap,hip hop,melodic rap,miami hip hop,rap,trap",0.628,0.902,1,-4.855,1,0.0975,0.00246,0,0.0955,0.606,170.01,4
3zakx7RAwdkUQlOoQ7SJRt,"3tlXnStJ1fFhdScmQeLpuG,5BozIJTTNCufaZpjhy2der,4V8LLVI7PbaPR0K2TGSxFF","GRAVITY (FEAT. TYLER, THE CREATOR)","WASTELAND","Brent Faiyaz,DJ Dahi,Tyler, The Creator",2022-07-08,214692,72,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:44:41Z,"dmv rap,hip hop,pop,r&b,rap",0.541,0.619,1,-8.746,0,0.254,0.167,0.00633,0.144,0.491,163.908,4
0DiWol3AO6WpXZgp0goxAV,"4tZwfgrHOc3mvqYlEYSvVi","One More Time","Discovery","Daft Punk",2001-03-12,320357,76,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:46:23Z,"electro,filter house",0.613,0.697,2,-8.618,1,0.133,0.0194,0,0.332,0.476,122.746,4
0mRbKcvmbbUtfFyfeFHCJa,"57vWImR43h4CaDao012Ofp,6trIghKwHRUyxwvm66HLHH","Sunshine (feat. Fousheé)","Sunshine (feat. Fousheé)","Steve Lacy,Fousheé",2022-07-13,293426,65,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:46:39Z,"afrofuturism,indie r&b",0.695,0.69,1,-5.805,0,0.0233,0.0328,0.697,0.113,0.741,92.977,4
5Z4EEIaSzeRmYze3W47S1k,"57vWImR43h4CaDao012Ofp","Amber","Gemini Rights","Steve Lacy",2022-07-15,173520,63,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:47:06Z,"afrofuturism",0.507,0.396,6,-7.637,1,0.0251,0.704,0.00115,0.162,0.366,89.908,4
300DUx4tdtCdGEUXR032jA,"7GN9PivdemQRKjDt4z5Zv8,4V8LLVI7PbaPR0K2TGSxFF,57vWImR43h4CaDao012Ofp","Palace/Curse (feat. Tyler, The Creator & Steve Lacy)","Ego Death","The Internet,Tyler, The Creator,Steve Lacy",2015-06-26,440013,67,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:47:13Z,"alternative r&b,indie soul,lgbtq+ hip hop,neo soul,r&b,rap,hip hop,afrofuturism",0.447,0.625,10,-8.212,0,0.323,0.0351,0.000727,0.243,0.261,67.104,4
4gT3mNJA8lnlkYFqGZ8IA2,"4LLpKhyESsyAXpc4laK94U","Small Worlds","Swimming","Mac Miller",2018-08-03,271733,76,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:47:19Z,"hip hop,pittsburgh rap,rap",0.516,0.546,5,-9.105,1,0.249,0.814,0.0000045,0.0995,0.515,78.267,4
7vgTNTaEz3CsBZ1N4YQalM,"5K4W6rqBFWDnAN6FQUkS6x,2HPaUgqeutzr3jx5a9WyDV","Ghost Town","ye","Kanye West,PARTYNEXTDOOR",2018-06-01,271386,77,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:48:59Z,"chicago rap,rap,pop,r&b,toronto rap,trap,urban contemporary",0.573,0.545,7,-4.247,0,0.0288,0.0969,0,0.329,0.297,83.378,4
7EAMXbLcL0qXmciM5SwMh2,"3Sz7ZnJQBIHsXLUSo0OQtM","Heart To Heart","Here Comes The Cowboy","Mac DeMarco",2019-05-10,211140,67,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:47:27Z,"edmonton indie,lo-fi indie",0.901,0.136,8,-16.127,0,0.102,0.667,0.354,0.109,0.643,150.076,4
7KA4W4McWYRpgf0fWsJZWB,"4V8LLVI7PbaPR0K2TGSxFF,1U1el3k54VvEUzo3ybLPlM","See You Again (feat. Kali Uchis)","Flower Boy","Tyler, The Creator,Kali Uchis",2017-07-21,180386,84,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:48:06Z,"hip hop,rap,colombian pop,pop",0.558,0.559,6,-9.222,1,0.0959,0.371,0.00000749,0.109,0.62,78.558,4
1UGD3lW3tDmgZfAVDh6w7r,"5K4W6rqBFWDnAN6FQUkS6x,1sBkRIssrMs1AbVkOJbc7a","Devil In A New Dress","My Beautiful Dark Twisted Fantasy","Kanye West,Rick Ross",2010-11-22,351946,78,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:48:12Z,"chicago rap,rap,dirty south rap,gangster rap,hip hop,pop rap,southern hip hop,trap",0.435,0.76,8,-4.935,0,0.0721,0.0175,0,0.158,0.206,80.082,4
2V65y3PX4DkRhy1djlxd9p,"1h6Cn3P4NGzXbaXidqURXs,2auikkNYqigWStoHWK1Grq","Don't You Worry Child - Radio Edit","Don't You Worry Child","Swedish House Mafia,John Martin",2012-09-14,212862,80,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:49:41Z,"dance pop,edm,electro house,pop,pop dance,progressive electro house,pop edm",0.612,0.84,11,-3.145,0,0.0509,0.112,0,0.116,0.438,129.042,4
60wwxj6Dd9NJlirf84wr2c,"2qxJFvFYMEDqd7ui6kSAcq,7qRll6DYV06u2VuRPAVqug","Clarity","Clarity","Zedd,Foxes",2012-01-01,271426,75,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:53:12Z,"complextro,dance pop,edm,electro house,electropop,german techno,pop,pop dance,pop rap,post-teen pop,tropical house,indie poptimism,metropopolis,uk pop",0.509,0.781,8,-3.48,1,0.072,0.0398,0,0.0749,0.176,128,4
1DunhgeZSEgWiIYbHqXl0c,"6nS5roXSAGhTGr34W6n7Et,2wY79sveU1sp5g7SokKOiI","Latch","Settle (Deluxe)","Disclosure,Sam Smith",2013-06-03,255866,70,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:53:26Z,"edm,house,pop,uk dance,dance pop,uk pop",0.729,0.735,1,-5.455,1,0.0919,0.0178,0.000193,0.089,0.544,121.986,4
2DEZmgHKAvm41k4J3R2E9Y,"4q3ewBCX7sLwd24euuV69X,4IMAo2UQchVFyPH24PAjUs,12vb80Km0Ew53ABfJOepVz","Safaera","YHLQMDLG","Bad Bunny,Jowell & Randy,Ñengo Flow",2020-02-29,295176,79,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:54:51Z,"reggaeton,trap latino,latin hip hop,perreo,reggaeton flow",0.607,0.829,2,-4.074,1,0.379,0.0103,0,0.107,0.685,96.172,4
31i56LZnwE6uSu3exoHjtB,"4q3ewBCX7sLwd24euuV69X","Neverita","Un Verano Sin Ti","Bad Bunny",2022-05-06,173119,91,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:56:22Z,"reggaeton,trap latino",0.876,0.498,10,-7.511,1,0.0478,0.0706,0,0.143,0.428,122.016,4
1IHWl5LamUGEuP4ozKQSXZ,"4q3ewBCX7sLwd24euuV69X","Tití Me Preguntó","Un Verano Sin Ti","Bad Bunny",2022-05-06,243716,95,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:56:26Z,"reggaeton,trap latino",0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,4
4MzXwWMhyBbmu6hOcLVD49,"4q3ewBCX7sLwd24euuV69X,0EFisYRi20PTADoJrifHrz","DÁKITI","EL ÚLTIMO TOUR DEL MUNDO","Bad Bunny,Jhay Cortez",2020-11-27,205090,80,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:56:39Z,"reggaeton,trap latino,reggaeton flow",0.731,0.573,4,-10.059,0,0.0544,0.401,0.0000522,0.113,0.145,109.928,4
5mIOsPuQdXchVY0jB5NO9Q,"3l0CmX0FuQjFxr8SK7Vqag","4EVER","4EVER","Clairo",2018-04-27,159595,70,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:57:59Z,"bedroom pop,indie pop,pop",0.75,0.585,9,-7.576,0,0.0285,0.049,0.00552,0.155,0.584,102.331,4
6UFivO2zqqPFPoQYsEMuCc,"3l0CmX0FuQjFxr8SK7Vqag","Bags","Immunity","Clairo",2019-08-02,260519,73,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:58:05Z,"bedroom pop,indie pop,pop",0.742,0.546,1,-7.694,1,0.0315,0.172,0.38,0.115,0.868,104.996,4
0baNzeUcPQnQSagpe8T0mD,"3MZsBdqDrRTJihTHQrO6Dq","worldstar money (interlude)","In Tongues (Deluxe)","Joji",2018-02-14,126312,79,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:58:24Z,"viral pop",0.577,0.387,7,-8.607,1,0.274,0.964,0.705,0.208,0.459,146.565,1
1KIJclzEbNhSVw8tiHPWwE,"0U7iI0Dk4Ojvi17nZboNO4","Young","Vibes","Vacations",2016,189160,82,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:58:27Z,"newcastle nsw indie",0.498,0.81,7,-4.065,1,0.0263,0.00392,0.00717,0.0635,0.594,79.935,4
7H0ya83CMmgFcOhw0UB6ow,"56ZTgzPBDge0OvCGgMO3OY","Space Song","Depression Cherry","Beach House",2015-08-28,320466,79,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T09:00:11Z,"baltimore indie,dream pop,dreamo,modern dream pop",0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,4
0E0DRHf5PfMeor0ZCwB3oT,"4q3ewBCX7sLwd24euuV69X,2sSGPbdZJkaSE2AbcGOACx","Otro Atardecer","Un Verano Sin Ti","Bad Bunny,The Marías",2022-05-06,244444,83,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:58:35Z,"reggaeton,trap latino,bedroom pop,indie pop,la indie",0.777,0.595,2,-6.79,1,0.0375,0.59,0.00139,0.0669,0.546,108.02,4
1VGzxJnVQND7Cg5H5wGj14,"3MZsBdqDrRTJihTHQrO6Dq","YEAH RIGHT","BALLADS 1","Joji",2018-10-26,174357,80,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:58:47Z,"viral pop",0.672,0.588,1,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,4
4KW1lqgSr8TKrvBII0Brf8,"5K4W6rqBFWDnAN6FQUkS6x","Father Stretch My Hands Pt. 1","The Life Of Pablo","Kanye West",2016-06-10,135920,82,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:58:57Z,"chicago rap,rap",0.724,0.573,7,-4.113,1,0.0549,0.118,0,0.538,0.438,113.088,4
4S4QJfBGGrC8jRIjJHf1Ka,"78rUTD7y6Cy67W1RVzYs7t","Pain","to hell with it","PinkPantheress",2021-10-15,98544,77,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T08:59:00Z,"",0.829,0.617,1,-8.497,1,0.14,0.227,0.00306,0.0618,0.81,125.605,4
7qwt4xUIqQWCu1DJf96g2k,"3l0CmX0FuQjFxr8SK7Vqag,3lLHpTOJ11tWiUNGYN14gt","Hello?","diary 001","Clairo,Rejjie Snow",2018-05-25,135016,68,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T09:01:18Z,"bedroom pop,indie pop,pop,indie soul,irish hip hop,rap,underground hip hop",0.839,0.473,10,-7.835,0,0.0607,0.641,0.000459,0.0939,0.0644,98.732,4
5PSplhA4PEZHqw0bOfelEp,"0sPK0NZQ44Z8KhGxCOvEG9","Parking Lots","Jen","Plums",2015-07-14,206354,60,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T09:01:23Z,"indie garage rock",0.488,0.763,1,-5.331,0,0.03,0.0203,0.37,0.343,0.716,155.663,4
4At1qbqCOJ9WFbvpWTOOY4,"49O0SPoCoTiK2Nn2tOaHyU","Lil Thing","Paradise","Knox Fortune",2017-09-22,207445,49,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T09:01:35Z,"chicago indie",0.689,0.803,7,-3.929,1,0.15,0.23,0.0000195,0.0897,0.659,155.967,4
15NQ3x1f2GUhqs8oBXhTqp,"0Y4inQK6OespitzD6ijMwb,0eVyjRhzZKke2KFYTcDkeu,1sBkRIssrMs1AbVkOJbc7a","Scottie Beam","Alfredo","Freddie Gibbs,The Alchemist,Rick Ross",2020-05-29,244053,57,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T09:01:47Z,"alternative hip hop,hip hop,indiana hip hop,rap,southern hip hop,underground hip hop,west coast rap,dirty south rap,gangster rap,pop rap,trap",0.523,0.654,6,-9.531,0,0.216,0.815,0.00000834,0.211,0.544,79.192,4
70LcF31zb1H0PyJoS1Sx1r,"4Z8W4fKeB5YxbusRsdQVPb","Creep","Pablo Honey","Radiohead",1993-02-22,238640,85,spotify:user:ueqvdu7e6iud89b2l5i1gzt66,2022-11-27T09:02:12Z,"alternative rock,art rock,melancholia,oxford indie,permanent wave,rock",0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,4
